,epoch,Train loss,Test loss,Train Accuracy,Test Accuracy,sparsity conv1,sparsity conv2,sparsity mlp1,sparsity mlp2,edge sparsity,param pruned,flops ratio,flops pruned,epoch duration,run duration,lr,batch_size
0,0,3.6783339146931966,0.16609874267578126,0.7818666666666667,0.9520999789237976,1.0,0.9599999785423279,0.9937499761581421,0.9940000176429749,0.9893043064522148,1060415.5,0.9860037029124831,2907754.5,4.445154428482056,6.610851049423218,0.001,1024
1,1,0.1452714833577474,0.12282388916015625,0.95545,0.9700999855995178,1.0,0.9799999594688416,0.9874999523162842,0.9860000610351562,0.9891643654140388,1060265.5,0.9916623432111575,2924442.0,2.599064826965332,9.225605726242065,0.001,1024
2,2,0.10607039998372396,0.09052756958007813,0.9670666666666666,0.9745999574661255,1.0,1.0,0.9887499809265137,0.9900000691413879,0.9878097361644961,1058813.5,0.992300180059206,2926323.0,2.5375916957855225,11.778098583221436,0.001,1024
3,3,0.07105857699712118,0.07838350830078125,0.9777666666666667,0.9803999662399292,1.0,0.9799999594688416,0.9912499785423279,0.9860000610351562,0.9881833787364257,1059214.0,0.987135430972218,2911092.0,2.511223793029785,14.303715705871582,0.001,1024
4,4,0.060354677708943684,0.0598222412109375,0.9809,0.9833999872207642,1.0,1.0,0.9887499809265137,0.9820000529289246,0.9895841885285667,1060715.5,0.9924359874263741,2926723.5,2.5901944637298584,16.908156871795654,0.001,1024
5,5,0.04712180935541789,0.05939553833007812,0.9851,0.9839999675750732,1.0,0.9799999594688416,0.9787499904632568,0.9780000448226929,0.9880434376982498,1059064.0,0.9851888587094739,2905351.5,2.6788249015808105,19.60145378112793,0.001,1024
6,6,0.04460605173110962,0.05486251220703125,0.9855833333333334,0.9850999712944031,1.0,1.0,0.9787499904632568,0.9820000529289246,0.9860814643430235,1056961.0,0.9936170537430952,2930206.5,2.72792649269104,22.34404492378235,0.001,1024
7,7,0.033769073645273845,0.059118682861328126,0.9892833333333333,0.9837999939918518,1.0,1.0,0.9887499809265137,0.9880000352859497,0.9849362801806172,1055733.5,0.9835591703034557,2900545.5,2.577039957046509,24.935889959335327,0.001,1024
8,8,0.026739569759368895,0.055242864990234376,0.99155,0.9871999621391296,0.949999988079071,0.9799999594688416,0.9912499785423279,0.9820000529289246,0.9816793857521364,1052242.5,0.9882671590319528,2914429.5,2.694070816040039,27.64531397819519,0.001,1024
9,9,0.01904253516991933,0.0530802978515625,0.9940333333333333,0.9873999953269958,1.0,0.9799999594688416,0.9837499856948853,0.9880000352859497,0.9836059073776915,1054307.5,0.9867280088707134,2909890.5,2.5200693607330322,30.18058133125305,0.001,1024
10,10,0.025959932835896808,0.05562730712890625,0.9914666666666667,0.9858999848365784,1.0,1.0,0.9787499904632568,0.9880000352859497,0.9829402545061015,1053594.0,0.9932096316415906,2929005.0,2.6940832138061523,32.890223026275635,0.001,1024
11,11,0.014459444761276245,0.04621068115234375,0.9955666666666667,0.9881999492645264,1.0,1.0,0.9774999618530273,0.9800000190734863,0.9809442288315856,1051454.5,0.9930738242744225,2928604.5,2.5727806091308594,35.47850728034973,0.001,1024
12,12,0.014573096136252085,0.0535686279296875,0.9953833333333333,0.9878000020980835,1.0,0.9799999594688416,0.9674999713897705,0.9780000448226929,0.9778613277605702,1048150.0,0.9851929278440708,2905363.5,2.8029673099517822,38.29729342460632,0.001,1024
13,13,0.014691274702548981,0.04995111389160156,0.9953666666666666,0.9876999855041504,1.0,1.0,0.9799999594688416,0.9860000610351562,0.9766345113258947,1046835.0,0.984962513097527,2904684.0,2.607407569885254,40.921366691589355,0.001,1024
14,14,0.016451312110821407,0.057828131103515625,0.99455,0.9854999780654907,1.0,0.9599999785423279,0.96875,0.9760000705718994,0.9730039743254842,1042943.5,0.9797565640227465,2889331.5,2.660806655883789,43.59830570220947,0.001,1024
15,15,0.014339060322443644,0.05662012939453125,0.9950833333333333,0.9855999946594238,1.0,1.0,0.96875,0.9820000529289246,0.9721167481434488,1041992.5,0.9851435895870846,2905218.0,2.6153032779693604,46.22982335090637,0.001,1024
16,16,0.010799199076493581,0.0513106689453125,0.9965833333333334,0.9869999885559082,1.0,0.9799999594688416,0.9724999666213989,0.9620000720024109,0.9692675486061872,1038938.5,0.9781268756167282,2884525.5,2.6068520545959473,48.853800535202026,0.001,1024
17,17,0.011902121126651764,0.0527430908203125,0.99585,0.988099992275238,1.0,1.0,0.9624999761581421,0.9660000205039978,0.9673872075232303,1036923.0,0.9800281787570828,2890132.5,2.701070547103882,51.57176470756531,0.001,1024
18,18,0.008932140703996023,0.053706878662109374,0.9967,0.988599956035614,1.0,0.9799999594688416,0.9712499976158142,0.9720000624656677,0.9665461618837929,1036021.5,0.9762255724763735,2878918.5,2.5931544303894043,54.18185019493103,0.001,1024
19,19,0.007754729942480723,0.0536012939453125,0.99735,0.988599956035614,1.0,0.9799999594688416,0.9574999809265137,0.9580000638961792,0.9652852931298279,1034670.0,0.9808470920946888,2892547.5,2.574563503265381,56.773799657821655,0.001,1024
20,20,0.007291126751899719,0.058674713134765626,0.99775,0.9876999855041504,1.0,0.9599999785423279,0.9649999737739563,0.9580000638961792,0.9582798447587416,1027161.0,0.9670278023621326,2851794.0,2.56652569770813,59.35779070854187,0.001,1024
21,21,0.009041223134597142,0.050778265380859375,0.9969333333333333,0.9891999959945679,1.0,0.9799999594688416,0.9474999904632568,0.9540000557899475,0.9510990036198081,1019464.0,0.9706574704224779,2862498.0,2.6314055919647217,62.00655436515808,0.001,1024
