,epoch,Train loss,Test loss,Train Accuracy,Test Accuracy,sparsity mlp1,sparsity mlp2,edge sparsity,param pruned,flops ratio,flops pruned,epoch duration,run duration,lr,batch_size
0,0,1.1773212412516276,0.583010205078125,0.69865,0.7971000075340271,0.9950000047683716,0.98499995470047,0.9892278589494367,473256.5,0.9892278589494367,473256.5,3.8458614349365234,5.993464231491089,0.001,1024
1,1,0.506808329264323,0.487153759765625,0.8179,0.8316999673843384,0.98499995470047,0.9899999499320984,0.9913055747162476,474250.5,0.9913055747162476,474250.5,2.4555001258850098,8.465591192245483,0.001,1024
2,2,0.444640353902181,0.4555185546875,0.8400833333333333,0.8402000069618225,0.9824999570846558,0.9874999523162842,0.9875870069605568,472471.5,0.9875870069605568,472471.5,2.571052312850952,11.04941463470459,0.001,1024
3,3,0.41945677744547527,0.447748828125,0.8485666666666667,0.8418999910354614,0.98499995470047,0.9925000071525574,0.985946154971677,471686.5,0.985946154971677,471686.5,2.5054054260253906,13.567892074584961,0.001,1024
4,4,0.38722537180582683,0.446018017578125,0.8596,0.8434000015258789,0.98499995470047,0.9925000071525574,0.9872212119311887,472296.5,0.9872212119311887,472296.5,2.4107778072357178,15.991843223571777,0.001,1024
5,5,0.37720699259440105,0.40668134765625,0.8626,0.8590999841690063,0.9874999523162842,0.9899999499320984,0.985946154971677,471686.5,0.985946154971677,471686.5,2.4739272594451904,18.479007482528687,0.001,1024
6,6,0.3647229103088379,0.3990069091796875,0.8674333333333333,0.8596000075340271,0.9899999499320984,0.9824999570846558,0.9838862063920069,470701.0,0.9838862063920069,470701.0,2.4658660888671875,20.95864772796631,0.001,1024
7,7,0.3457851771036784,0.4002679931640625,0.8737,0.8585999608039856,0.9925000071525574,0.9874999523162842,0.983065780397567,470308.5,0.983065780397567,470308.5,2.477464199066162,23.449959754943848,0.001,1024
8,8,0.33156501541137695,0.381920556640625,0.8779,0.8657000064849854,0.9824999570846558,0.9824999570846558,0.9838862063920069,470701.0,0.9838862063920069,470701.0,2.4911389350891113,25.954700469970703,0.001,1024
9,9,0.32819051411946615,0.400022265625,0.8786666666666667,0.8551999926567078,0.9899999499320984,0.9874999523162842,0.9859639221588178,471695.0,0.9859639221588178,471695.0,2.4722886085510254,28.440845251083374,0.001,1024
10,10,0.33256176579793295,0.3713060302734375,0.8769666666666667,0.871399998664856,0.9925000071525574,0.9749999642372131,0.9806045024142472,469131.0,0.9806045024142472,469131.0,2.4265079498291016,30.881612062454224,0.001,1024
11,11,0.31567266082763673,0.3649937255859375,0.8835166666666666,0.873699963092804,0.9799999594688416,0.9899999499320984,0.9810235990050375,469331.5,0.9810235990050375,469331.5,2.4275119304656982,33.32336378097534,0.001,1024
12,12,0.30505064951578775,0.3755359375,0.8855333333333333,0.8686999678611755,0.9749999642372131,0.9749999642372131,0.9777418950272778,467761.5,0.9777418950272778,467761.5,2.4095611572265625,35.74740529060364,0.001,1024
13,13,0.3072438873291016,0.36315869140625,0.88645,0.8737999796867371,0.9749999642372131,0.9799999594688416,0.9785445538345771,468145.5,0.9785445538345771,468145.5,2.438744306564331,38.20075964927673,0.001,1024
14,14,0.29746078058878583,0.3775463623046875,0.8891,0.8690999746322632,0.9649999737739563,0.9724999666213989,0.973149599715725,465564.5,0.973149599715725,465564.5,2.4275293350219727,40.64330506324768,0.001,1024
15,15,0.295636509958903,0.3729860595703125,0.8910166666666667,0.8694999814033508,0.9799999594688416,0.9674999713897705,0.975593110511904,466733.5,0.975593110511904,466733.5,2.4606995582580566,43.11916637420654,0.001,1024
16,16,0.28590514322916666,0.3607171142578125,0.8944833333333333,0.8762999773025513,0.9649999737739563,0.9774999618530273,0.9723469409084258,465180.5,0.9723469409084258,465180.5,2.429731607437134,45.56407403945923,0.001,1024
17,17,0.2951475985209147,0.3785972900390625,0.8895666666666666,0.8721999526023865,0.9549999833106995,0.9674999713897705,0.9693599632114713,463751.5,0.9693599632114713,463751.5,2.4221322536468506,48.00139546394348,0.001,1024
18,18,0.28961133778889975,0.417849755859375,0.8896,0.8552999496459961,0.9724999666213989,0.9749999642372131,0.9690474697435254,463602.0,0.9690474697435254,463602.0,2.707522392272949,50.724207162857056,0.001,1024
19,19,0.27953609466552737,0.365386328125,0.8968833333333334,0.8727999925613403,0.9749999642372131,0.9624999761581421,0.9664795886373613,462373.5,0.9664795886373613,462373.5,2.497112989425659,53.23800587654114,0.001,1024
20,20,0.283738525390625,0.358378564453125,0.89265,0.8779999613761902,0.9599999785423279,0.9599999785423279,0.9625018289751468,460470.5,0.9625018289751468,460470.5,2.46376633644104,55.71748447418213,0.001,1024
21,21,0.27592306543986,0.36232412109375,0.8976833333333334,0.8754000067710876,0.9375,0.9749999642372131,0.9558140507096423,457271.0,0.9558140507096423,457271.0,2.4255919456481934,58.158976554870605,0.001,1024
22,22,0.2749707575480143,0.360621923828125,0.89735,0.8801999688148499,0.9674999713897705,0.9674999713897705,0.9598628791204197,459208.0,0.9598628791204197,459208.0,2.4442477226257324,60.61911654472351,0.001,1024
23,23,0.2789194040934245,0.379981787109375,0.8947666666666667,0.8715999722480774,0.9624999761581421,0.9474999904632568,0.9529336761355323,455893.0,0.9529336761355323,455893.0,2.419801712036133,63.05504083633423,0.001,1024
