,epoch,Train loss,Test loss,Train Accuracy,Test Accuracy,sparsity mlp1,sparsity mlp2,edge sparsity,param pruned,flops ratio,flops pruned,epoch duration,run duration,lr,batch_size
0,0,0.9134515823364258,0.243396630859375,0.8434166666666667,0.9366999864578247,0.9925000071525574,0.98499995470047,0.988389665767856,472855.5,0.988389665767856,472855.5,4.600000381469727,11.26392149925232,0.001,1024
1,1,0.17893701426188152,0.1596663330078125,0.9477833333333333,0.9541999697685242,0.9874999523162842,0.9899999499320984,0.9913055747162476,474250.5,0.9913055747162476,474250.5,2.450411796569824,13.729142427444458,0.001,1024
2,2,0.11613642234802246,0.1305075927734375,0.9647,0.9635999798774719,0.9824999570846558,0.98499995470047,0.9875870069605568,472471.5,0.9875870069605568,472471.5,2.538043260574341,16.279892444610596,0.001,1024
3,3,0.08224050896962484,0.11973487548828125,0.97505,0.965399980545044,0.98499995470047,0.9925000071525574,0.9863830187496081,471895.5,0.9863830187496081,471895.5,2.4975545406341553,18.790282249450684,0.001,1024
4,4,0.05929526983896891,0.11233192138671876,0.9821,0.9675999879837036,0.98499995470047,0.9925000071525574,0.9876047741476975,472480.0,0.9876047741476975,472480.0,2.438429594039917,21.241565942764282,0.001,1024
5,5,0.046542683855692546,0.10210841674804688,0.9857166666666667,0.9708999991416931,0.9874999523162842,0.9899999499320984,0.9855448255680275,471494.5,0.9855448255680275,471494.5,2.473158359527588,23.727731704711914,0.001,1024
6,6,0.03427915086746216,0.10145200805664062,0.9898333333333333,0.972000002861023,0.9899999499320984,0.9824999570846558,0.9838862063920069,470701.0,0.9838862063920069,470701.0,2.452659845352173,26.194053411483765,0.001,1024
7,7,0.0277111154238383,0.09227057495117187,0.992,0.9753999710083008,0.9925000071525574,0.98499995470047,0.9822631215902677,469924.5,0.9822631215902677,469924.5,2.5314111709594727,28.741462230682373,0.001,1024
8,8,0.022554022041956584,0.09461488647460937,0.9934333333333333,0.9745000004768372,0.9799999594688416,0.9824999570846558,0.9834671098012165,470500.5,0.9834671098012165,470500.5,2.423757314682007,31.178736448287964,0.001,1024
9,9,0.019533275365829467,0.09426270141601563,0.9941833333333333,0.9745000004768372,0.9925000071525574,0.9874999523162842,0.9855448255680275,471494.5,0.9855448255680275,471494.5,2.5491342544555664,33.74158263206482,0.001,1024
10,10,0.01645579965909322,0.09353412475585937,0.9954833333333334,0.9751999974250793,0.9899999499320984,0.9774999618530273,0.9805867352271065,469122.5,0.9805867352271065,469122.5,2.396097183227539,36.15157771110535,0.001,1024
11,11,0.013875078813234965,0.09619661254882812,0.99625,0.9763999581336975,0.9774999618530273,0.9899999499320984,0.9810058318178968,469323.0,0.9810058318178968,469323.0,2.5325803756713867,38.698596715927124,0.001,1024
12,12,0.01133522428671519,0.09445070190429687,0.9968666666666667,0.9763000011444092,0.9749999642372131,0.9799999594688416,0.9769214690328379,467369.0,0.9769214690328379,467369.0,2.4724910259246826,41.18667984008789,0.001,1024
